species,year,Antibiotic_1,Antibiotic_2,Antibiotic_3,S1S2S3,S1S2R3,S1R2S3,R1S2S3,S1R2R3,R1S2R3,R1R2S3,R1R2R3,S1S2S3_observed,S1S2R3_observed,S1R2S3_observed,R1S2S3_observed,S1R2R3_observed,R1S2R3_observed,R1R2S3_observed,R1R2R3_observed,S1S2S3_predicted,S1S2R3R_predicted,S1R2S3_predicted,R1S2S3_predicted,S1R2R3_predicted,R1S2R3R_predicted,R1R2S3_predicted,R1R2R3_predicted
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,CEFTAZIDIME,433,0,1,12,0,4,0,16,0.929184549,0,0.002145923,0.025751073,0,0.008583691,0,0.034334764,0.954659026,0,0.002174825,0.030514769,0,0.003734947,0.001446539,0.007469894
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,CEFTRIAXONE,432,1,1,11,0,3,0,15,0.933045356,0.002159827,0.002159827,0.023758099,0,0.006479482,0,0.032397408,0.954370979,0.004358142,0.002179071,0.027352038,0.000405577,0.00332474,0.001345146,0.006664307
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,CEFUROXIME,1005,43,3,18,0,6,0,16,0.921173236,0.039413382,0.002749771,0.016498625,0,0.005499542,0,0.014665445,0.927838065,0.041940767,0.002688283,0.018763038,0.001282267,0.004539818,0.000829622,0.002118141
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,CIPROFLOXACIN,1195,7,3,23,0,3,8,8,0.95829992,0.005613472,0.002405774,0.018444266,0,0.002405774,0.006415397,0.006415397,0.961928267,0.006662537,0.004566924,0.022757763,0.00029771,0.001228348,0.001696585,0.000861866
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,ERTAPENEM,1031,0,3,19,0,1,8,3,0.968075117,0,0.002816901,0.017840376,0,0.000938967,0.007511737,0.002816901,0.970547003,0,0.005358578,0.021843582,0,0.000259464,0.001658085,0.000333288
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,GENTAMICIN,1198,4,3,24,0,2,6,10,0.960705694,0.003207698,0.002405774,0.019246191,0,0.001603849,0.004811548,0.008019246,0.965740312,0.00390534,0.004140515,0.022448324,0.000251879,0.000994842,0.001511273,0.001007515
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,IMIPENEM,172,0,0,6,0,1,5,5,0.91005291,0,0,0.031746032,0,0.005291005,0.026455026,0.026455026,0.933176171,0,0,0.047608068,0,0.00263542,0.009536885,0.007043456
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,LEVOFLOXACIN,168,3,0,6,0,1,6,8,875,0.015625,0,0.03125,0,0.005208333,0.03125,0.041666667,0.901034008,0.01825587,0,0.048722339,0,0.006397557,0.012795113,0.012795113
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,MEROPENEM,572,0,1,10,0,1,1,0,0.977777778,0,0.001709402,0.017094017,0,0.001709402,0.001709402,0,0.97823927,0,0.002397732,0.018795871,0,0.000234912,0.000332215,0
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,NITROFURANTOIN,567,505,3,8,0,14,3,10,0.510810811,0.454954955,0.002702703,0.007207207,0,0.012612613,0.002702703,0.009009009,0.510571498,0.456577583,0.002759062,0.010160836,0.003352696,0.01425898,0.000797869,0.001521476
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,PIPERACILLIN_TAZOBACTAM,766,9,1,17,0,9,1,15,0.936430318,0.011002445,0.001222494,0.020782396,0,0.011002445,0.001222494,0.018337408,0.946629095,0.015547437,0.001718554,0.026561601,0.000509821,0.004650279,0.001053081,0.003330134
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,SULFA_TRIMETHOPRIM,1129,73,2,16,1,10,2,14,0.905372895,0.058540497,0.001603849,0.012830794,0.000801925,0.008019246,0.001603849,0.011226945,0.908768503,0.062585558,0.002683422,0.016861362,0.001329196,0.005242016,0.000781796,0.001748148
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,AZTREONAM,TOBRAMYCIN,1196,6,3,23,0,3,2,14,0.959101844,0.004811548,0.002405774,0.018444266,0,0.002405774,0.001603849,0.011226945,0.96624171,0.005873152,0.003091557,0.020520155,0.000365951,0.001453967,0.001030949,0.00142256
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,CEFEPIME,1935,0,18,22,0,0,16,2,0.970898144,0,0.009031611,0.011038635,0,0,0.008028098,0.001003512,0.971384787,0,0.012348981,0.014447837,0,0,0.00172255,9.58E+09
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,CEFTAZIDIME,1849,0,20,22,1,0,12,7,0.967556253,0,0.010465725,0.011512297,0.000523286,0,0.006279435,0.003663004,0.969927937,0,0.013518197,0.014269776,0.000156345,0,0.001734286,0.00039346
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,CEFTRIAXONE,1850,1,19,22,1,0,11,5,0.969093766,0.000523834,0.009952855,0.011524358,0.000523834,0,0.005762179,0.002619172,0.970345876,0.000733642,0.012768682,0.014056818,0.000186798,0.000126463,0.001517551,0.000264172
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,CEFUROXIME,1025,42,5,10,3,2,7,8,0.930127042,0.038112523,0.004537205,0.00907441,0.002722323,0.001814882,0.006352087,0.007259528,0.932045066,0.040168047,0.008690007,0.012698463,0.001739056,0.002008089,0.001528715,0.001122556
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,CIPROFLOXACIN,2600,18,22,26,1,5,17,3,0.965824666,0.006686478,0.008172363,0.009658247,0.000371471,0.001857355,0.006315007,0.001114413,0.965483126,0.007691689,0.011028304,0.013454222,0.000300654,0.000543108,0.001316975,0.000181922
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,ERTAPENEM,2447,0,22,28,0,1,15,1,0.973349244,0,0.008750994,0.011137629,0,0.000397772,0.005966587,0.000397772,0.973356063,0,0.011284423,0.013983872,0,6.06E+09,0.001269994,4.50E+09
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,GENTAMICIN,2611,7,23,30,0,1,19,1,0.969910847,0.002600297,0.008543834,0.011144131,0,0.000371471,0.007057949,0.000371471,0.969642066,0.002751144,0.011461224,0.014391221,9.12E+09,0.00016002,0.001457714,4.54E+09
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,IMIPENEM,1182,2,11,13,0,0,6,2,0.972039474,0.001644737,0.009046053,0.010690789,0,0,0.004934211,0.001644737,0.972661372,0.001629249,0.011182082,0.012862165,0.000157039,0.00017072,0.00120345,0.000133923
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,LEVOFLOXACIN,1574,14,17,19,1,1,7,3,0.962102689,0.008557457,0.010391198,0.011613692,0.000611247,0.000611247,0.004278729,0.001833741,0.962144387,0.009065433,0.012573292,0.013803257,0.000498407,0.000525367,0.001198021,0.000191837
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,MEROPENEM,596,0,4,5,0,1,6,1,0.972267537,0,0.006525285,0.008156607,0,0.001631321,0.009787928,0.001631321,0.974148814,0,0.010294255,0.013234225,0,0.000230187,0.001843889,0.00024863
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,NITROFURANTOIN,1057,1323,10,11,12,16,3,14,0.432134096,0.540883074,0.004088307,0.004497138,0.004905969,0.006541292,0.001226492,0.00572363,0.431905375,0.540943235,0.004581393,0.005269432,0.007247212,0.008637043,0.00046131,0.000955002
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,PIPERACILLIN_TAZOBACTAM,2146,21,15,21,7,10,7,12,0.9584636,0.009379187,0.006699419,0.009379187,0.003126396,0.00446628,0.003126396,0.005359536,0.959824329,0.013067568,0.009744409,0.013067568,0.001030796,0.001385411,0.001030796,0.000849123
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,SULFA_TRIMETHOPRIM,2480,137,16,21,7,10,13,7,0.921590487,0.050910442,0.005945745,0.00780379,0.002601263,0.003716091,0.004830918,0.002601263,0.920360857,0.053594339,0.009290998,0.011691071,0.001550552,0.0020042,0.001011185,0.000496799
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFAZOLIN,TOBRAMYCIN,2609,8,23,25,0,6,18,2,0.969528056,0.002972873,0.008547009,0.009290227,0,0.002229654,0.006688963,0.000743218,0.9692423,0.003895745,0.011336486,0.0134835,0.00013804,0.000424004,0.001351204,0.000128723
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,CEFTAZIDIME,3770,14,0,67,2,29,0,27,0.964441034,0.003581479,0,0.017139933,0.00051164,0.007418777,0,0.006907137,0.969734104,0.006687754,0,0.020591095,0.000126265,0.001992849,0,0.000867931
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,CEFTRIAXONE,3764,22,0,62,2,32,0,26,0.963152508,0.005629478,0,0.015864893,0.000511771,0.008188332,0,0.006653019,0.967988428,0.009182805,0,0.019575588,0.000151979,0.002249352,0,0.000851848
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,CEFUROXIME,570,28,0,10,0,8,1,14,0.903328051,0.04437401,0,0.015847861,0,0.012678288,0.001584786,0.022187005,0.914445619,0.050493645,0,0.022039537,0,0.007765237,0.000835406,0.004420556
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,CIPROFLOXACIN,3904,40,0,80,2,18,12,15,0.958978138,0.009825596,0,0.019651191,0.00049128,0.004421518,0.002947679,0.003684598,0.960574074,0.012021397,0.001187158,0.023244192,0.000146559,0.0016797,0.000669598,0.000477322
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,ERTAPENEM,3768,0,2,93,0,0,14,6,0.970383724,0,0.000515066,0.023950554,0,0,0.00360546,0.001545197,0.971954314,0,0.001441503,0.025724864,0,0,0.000767957,0.000111362
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,GENTAMICIN,3927,17,2,79,0,19,9,18,0.964627856,0.004175878,0.00049128,0.019405551,0,0.004667158,0.002210759,0.004421518,0.967358399,0.006032074,0.001141497,0.022820876,9.61E+09,0.001402774,0.000627685,0.000520645
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,IMIPENEM,3119,3,0,71,0,1,12,7,0.970743853,0.000933707,0,0.022097728,0,0.000311236,0.003734827,0.002178649,0.973606208,0.001069229,0,0.024119288,0,0.000265158,0.000759924,0.000180192
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,LEVOFLOXACIN,3487,37,0,75,2,10,15,12,0.958493678,0.010170423,0,0.020615723,0.000549753,0.002748763,0.004123145,0.003298516,0.960090576,0.011663275,0.001484253,0.023955156,0.000151647,0.001360477,0.000876133,0.000418484
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,MEROPENEM,425,0,0,9,0,0,0,0,0.979262673,0,0,0.020737327,0,0,0,0,0.979262673,0,0,0.020737327,0,0,0,0
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,NITROFURANTOIN,1672,2073,0,29,2,61,6,16,0.433272869,0.537185799,0,0.0075149,0.000518269,0.015807204,0.001554807,0.004146152,0.432182624,0.539266283,0.000593171,0.009693454,0.001144541,0.016104043,0.000284637,0.000731247
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,PIPERACILLIN_TAZOBACTAM,3874,61,2,55,0,43,4,23,0.953717381,0.015017233,0.000492368,0.013540128,0,0.010585918,0.000984737,0.005662235,0.956429984,0.019520991,0.000842617,0.018622071,0.000206963,0.003204421,0.000381972,0.00079098
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,SULFA_TRIMETHOPRIM,3705,238,1,62,1,36,5,22,0.91031941,0.058476658,0.0002457,0.015233415,0.0002457,0.008845209,0.001228501,0.005405405,0.911074789,0.062399016,0.000818905,0.019312494,0.000407163,0.004846101,0.000404562,0.00073697
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFEPIME,TOBRAMYCIN,3921,22,2,66,0,32,2,25,0.963390663,0.005405405,0.0004914,0.016216216,0,0.007862408,0.0004914,0.006142506,0.96743175,0.008431334,0.000690127,0.020080073,0.000129203,0.002139548,0.000333842,0.000764124
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,CEFTRIAXONE,3832,8,0,62,17,6,2,54,0.962572218,0.002009545,0,0.015573976,0.004270284,0.001507159,0.000502386,0.013564431,0.973078065,0.004712713,0.001467316,0.016734539,0.000706147,0.000971551,0.000344168,0.001985501
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,CEFUROXIME,440,19,0,9,1,3,1,19,0.894308943,0.038617886,0,0.018292683,0.00203252,0.006097561,0.00203252,0.038617886,0.913066049,0.043090251,0.002011281,0.022256667,0.001917681,0.007307346,0.001356005,0.008994721
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,CIPROFLOXACIN,3809,33,12,62,5,7,30,28,0.955594581,0.008278976,0.003010537,0.015554441,0.00125439,0.001756147,0.007526342,0.007024586,0.958911932,0.009720764,0.006644121,0.019940222,0.000587318,0.001250226,0.001904287,0.00104113
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,ERTAPENEM,3819,0,17,67,0,0,43,7,0.966101695,0,0.004300531,0.016949153,0,0,0.010877814,0.001770807,0.967740411,0,0.008022925,0.021705935,0,0,0.00232997,0.00020076
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,GENTAMICIN,3831,11,11,59,6,10,29,29,0.961113899,0.002759659,0.002759659,0.014801806,0.001505268,0.002508781,0.007275464,0.007275464,0.964891258,0.004715839,0.006508477,0.019569823,0.000404976,0.000957222,0.001819414,0.001132991
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,IMIPENEM,3013,3,7,48,0,1,34,8,0.967565832,0.000963391,0.002247913,0.015414258,0,0.00032113,0.010918433,0.002569043,0.970282994,0.001105488,0.005409935,0.020379065,7.53E+09,0.00024406,0.00218359,0.00031955
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,LEVOFLOXACIN,3396,32,12,56,5,3,35,20,0.954200618,0.00899129,0.003371734,0.015734757,0.001404889,0.000842933,0.009834223,0.005619556,0.956794188,0.010038486,0.007862056,0.020511387,0.000597459,0.001038334,0.002310808,0.000847282
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,MEROPENEM,436,0,1,8,0,0,1,1,0.975391499,0,0.002237136,0.017897092,0,0,0.002237136,0.002237136,0.977078013,0,0.003140577,0.018993785,0,0,0.00063739,0.000150234
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,NITROFURANTOIN,1624,2026,1,22,12,40,14,38,0.429970876,0.536404554,0.00026476,0.005824729,0.003177125,0.010590416,0.003706645,0.010060895,0.42924952,0.538561704,0.002445489,0.008326909,0.005000121,0.013731883,0.000727981,0.001956391
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,3756,60,15,38,1,31,21,36,0.948964123,0.015159171,0.003789793,0.009600808,0.000252653,0.007832239,0.00530571,0.009095503,0.952824079,0.018768147,0.006009954,0.01602621,0.000774921,0.00264493,0.001418882,0.001532877
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,SULFA_TRIMETHOPRIM,3621,220,8,51,9,18,16,42,0.908657465,0.055207026,0.002007528,0.012797992,0.002258469,0.004516939,0.004015056,0.010539523,0.911483895,0.058292194,0.004902364,0.016599512,0.001795185,0.003999177,0.001230379,0.001697293
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTAZIDIME,TOBRAMYCIN,3825,17,13,53,4,16,14,44,0.95960863,0.004264927,0.003261415,0.013296538,0.001003512,0.004014049,0.003512293,0.011038635,0.965962235,0.006591289,0.00536147,0.017103734,0.000528786,0.001493077,0.001308454,0.001650955
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,CEFUROXIME,442,18,1,9,1,2,1,17,0.900203666,0.036659878,0.00203666,0.018329939,0.00203666,0.00407332,0.00203666,0.034623218,0.916698116,0.039978639,0.004025216,0.021298151,0.002500837,0.006182234,0.001814298,0.00750251
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,CIPROFLOXACIN,3805,33,20,58,5,6,32,28,0.954351643,0.0082769,0.005016303,0.014547279,0.001254076,0.001504891,0.008026085,0.007022824,0.957424816,0.009588501,0.008965232,0.018964776,0.000711857,0.001171213,0.002130457,0.001043149
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,ERTAPENEM,3812,0,25,63,0,0,47,7,0.964087001,0,0.006322711,0.015933232,0,0,0.011886697,0.001770359,0.965466558,0,0.010657643,0.021015102,0,0,0.002652092,0.000208605
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,GENTAMICIN,3831,7,15,60,10,4,25,35,0.960872837,0.001755706,0.003762227,0.015048909,0.002508151,0.001003261,0.006270379,0.00877853,0.965789274,0.003414035,0.007903133,0.018540639,0.000557308,0.000667749,0.001820161,0.001307702
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,IMIPENEM,3007,3,14,43,0,1,37,7,0.96625964,0.00096401,0.004498715,0.013817481,0,0.000321337,0.01188946,0.002249357,0.968236451,0.001104961,0.00853881,0.019049964,9.97E+09,0.00021816,0.002463368,0.000288598
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,LEVOFLOXACIN,3392,32,19,52,5,2,37,20,0.953076707,0.00899129,0.005338578,0.014610846,0.001404889,0.000561956,0.010396179,0.005619556,0.955479487,0.009887563,0.010200526,0.019382309,0.000709837,0.00095748,0.002539268,0.000843531
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,MEROPENEM,436,0,2,8,0,0,1,1,0.973214286,0,0.004464286,0.017857143,0,0,0.002232143,0.002232143,0.974719626,0,0.00542651,0.018926297,0,0,0.000777866,0.0001497
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,NITROFURANTOIN,1624,2021,3,22,18,35,14,40,0.429970876,0.535080752,0.000794281,0.005824729,0.004765687,0.009266614,0.003706645,0.010590416,0.429152449,0.536936678,0.003310412,0.007982846,0.006845204,0.012877565,0.000789636,0.002105211
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,3750,59,22,34,2,30,24,35,0.947927199,0.014914055,0.005561173,0.00859454,0.000505561,0.007583418,0.006066734,0.008847321,0.951245561,0.018552018,0.008325228,0.015289923,0.000949505,0.002482375,0.001618619,0.001536771
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,SULFA_TRIMETHOPRIM,3618,219,11,51,14,13,14,46,0.907676869,0.054942298,0.002759659,0.012794782,0.003512293,0.003261415,0.003512293,0.011540391,0.910878449,0.058038348,0.006069189,0.015744095,0.002382433,0.003771874,0.001258344,0.001857267
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFTRIAXONE,TOBRAMYCIN,3822,14,18,54,7,10,11,49,0.959096612,0.003513174,0.004516939,0.013550816,0.001756587,0.00250941,0.002760351,0.01229611,0.966318518,0.005623129,0.006747737,0.016239104,0.000693421,0.001217433,0.00136005,0.001800608
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFUROXIME,CIPROFLOXACIN,1030,3,41,17,5,1,13,10,0.919642857,0.002678571,0.036607143,0.015178571,0.004464286,0.000892857,0.011607143,0.008928571,0.920937266,0.004919681,0.04413492,0.02034614,0.002010395,0.000761508,0.005223159,0.001666931
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFUROXIME,ERTAPENEM,871,0,36,14,0,1,11,4,0.929562433,0,0.038420491,0.014941302,0,0.001067236,0.011739594,0.004268943,0.930542621,0,0.043596913,0.020273988,0,0.000304777,0.004672147,0.000609554
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFUROXIME,GENTAMICIN,1029,4,46,16,0,2,12,11,0.91875,0.003571429,0.041071429,0.014285714,0,0.001785714,0.010714286,0.009821429,0.921303753,0.004258396,0.045802317,0.019627443,0.001216734,0.001013384,0.005226937,0.001551037
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFUROXIME,IMIPENEM,185,0,14,2,0,1,8,6,0.856481481,0,0.064814815,0.009259259,0,0.00462963,0.037037037,0.027777778,0.865769481,0,0.081690389,0.024714424,0,0.001512094,0.018312365,0.008001248
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFUROXIME,LEVOFLOXACIN,185,0,10,3,4,0,9,9,0.840909091,0,0.045454545,0.013636364,0.018181818,0,0.040909091,0.040909091,0.853515689,0,0.074642734,0.026962465,0.008842908,0,0.020995832,0.015040373
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFUROXIME,MEROPENEM,425,0,20,8,0,1,2,1,0.929978118,0,0.043763676,0.01750547,0,0.002188184,0.004376368,0.002188184,0.930846783,0,0.045516214,0.020306028,0,0.000436411,0.002642602,0.000251962
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFUROXIME,NITROFURANTOIN,499,419,5,8,35,7,3,16,0.503024194,0.422379032,0.005040323,0.008064516,0.035282258,0.007056452,0.003024194,0.016129032,0.4961851,0.431675297,0.013010482,0.009370205,0.031177848,0.012419882,0.001324711,0.004836475
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,590,7,32,10,0,8,6,16,0.881913303,0.010463378,0.047832586,0.014947683,0,0.011958146,0.00896861,0.023916293,0.887944114,0.014893935,0.051735617,0.024728599,0.003561325,0.004788673,0.006880037,0.005467699
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFUROXIME,SULFA_TRIMETHOPRIM,974,59,34,11,12,7,7,16,0.869642857,0.052678571,0.030357143,0.009821429,0.010714286,0.00625,0.00625,0.014285714,0.868157773,0.059641893,0.037376723,0.015314074,0.008197609,0.004480972,0.003531768,0.003299187
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CEFUROXIME,TOBRAMYCIN,1026,6,46,16,0,2,7,16,0.91689008,0.00536193,0.041108132,0.014298481,0,0.00178731,0.006255585,0.014298481,0.922253604,0.006045604,0.04391304,0.017840758,0.001805069,0.001382919,0.004548257,0.002210749
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,ERTAPENEM,4427,0,42,85,0,6,46,5,0.960095424,0,0.009108653,0.018434179,0,0.001301236,0.009976144,0.001084363,0.960473955,0,0.013065086,0.023576645,0,0.000249134,0.002464922,0.000170258
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,GENTAMICIN,4581,19,42,81,4,21,24,28,0.954375,0.003958333,0.00875,0.016875,0.000833333,0.004375,5,0.005833333,0.95630523,0.006248019,0.011378431,0.021461022,0.00055884,0.001357993,0.001823215,0.00086725
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,IMIPENEM,3141,3,32,60,0,7,24,2,0.960844295,0.000917712,0.009788926,0.018354237,0,0.002141328,0.007341695,0.000611808,0.960241374,0.001650301,0.012813427,0.022807682,7.45E+09,0.000417273,0.001879237,0.000116248
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,LEVOFLOXACIN,3558,0,3,82,39,0,11,23,0.957481163,0,0.00080732,0.022066738,0.010495156,0,0.002960172,0.006189451,0.96640717,0,0.006511711,0.023709347,0.00143408,0,0.000946816,0.000990877
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,MEROPENEM,600,0,2,10,0,2,4,3,0.966183575,0,0.003220612,0.01610306,0,0.003220612,0.006441224,0.004830918,0.970539775,0,0.005557295,0.020931199,0,0.000716251,0.001585489,0.000669991
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,NITROFURANTOIN,1977,2351,10,31,35,58,11,38,0.438262026,0.521170472,0.002216803,0.00687209,0.007758812,0.01285746,0.002438484,0.008423853,0.436033852,0.523350977,0.00454685,0.009090699,0.009289636,0.015053754,0.000689808,0.001944424
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,4071,66,40,50,2,51,20,18,0.942797591,0.015284854,0.009263548,0.011579435,0.000463177,0.011811024,0.004631774,0.004168597,0.942591463,0.020426589,0.01145987,0.019218377,0.000850942,0.003215021,0.001422401,0.000815337
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,4333,266,22,67,24,35,7,45,0.902896437,0.055428214,0.004584288,0.013961242,0.005001042,0.007293186,0.001458637,0.009376954,0.903777614,0.060999097,0.007338063,0.017544934,0.002920868,0.004771312,0.001017012,0.0016311
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,CIPROFLOXACIN,TOBRAMYCIN,4580,18,40,76,6,26,1,51,0.954564402,0.003751563,0.008336807,0.015839933,0.001250521,0.005418925,0.00020842,0.010629429,0.960527097,0.006729985,0.009015493,0.018469264,0.00076616,0.001795434,0.001237476,0.00145909
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,ERTAPENEM,GENTAMICIN,4446,23,0,93,0,38,5,6,0.964216005,0.004988072,0,0.020169161,0,0.008241162,0.001084363,0.001301236,0.965106133,0.008047094,0,0.024532051,0,0.001905601,0.000235939,0.000173182
K. pneumoniae,2017/18,AMOXICILLIN_CLAVULANATE,ERTAPENEM,IMIPENEM,2999,3,0,78,0,1,0,3,0.972438392,0.000972763,0,0.025291829,0,0.000324254,0,0.000972763,0.973186961,0.001109775,0,0.025460302,0,0.00020788,0,3.51E+09
